0,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 0}"
1,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 1}"
2,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 2}"
3,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 3}"
4,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 4}"
5,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 5}"
6,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 6}"
7,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 7}"
8,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 8}"
9,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 9}"
10,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 10}"
11,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 11}"
12,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 12}"
13,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 13}"
14,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 14}"
15,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 15}"
16,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 16}"
17,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 17}"
18,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 18}"
19,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 19}"
20,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 20}"
21,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 21}"
22,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 22}"
23,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 23}"
24,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 24}"
25,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 25}"
26,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 26}"
27,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 27}"
28,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 28}"
29,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 29}"
30,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 30}"
31,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 31}"
32,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 32}"
33,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 33}"
34,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 34}"
35,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 35}"
36,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'google', 'content_index': 36}"
37,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 0}"
38,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 1}"
39,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 2}"
40,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 3}"
41,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 4}"
42,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 5}"
43,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 6}"
44,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 7}"
45,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 8}"
46,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 9}"
47,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 10}"
48,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 11}"
49,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 12}"
50,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 13}"
51,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 14}"
52,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 15}"
53,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 16}"
54,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 17}"
55,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 18}"
56,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 19}"
57,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 20}"
58,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 21}"
59,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 22}"
60,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 23}"
61,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 24}"
62,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 25}"
63,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 26}"
64,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 27}"
65,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 28}"
66,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 29}"
67,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 30}"
68,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 31}"
69,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 32}"
70,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 33}"
71,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 34}"
72,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 35}"
73,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 36}"
74,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 0, 'link': 'https://blog.naver.com/dmswldu718/223603926151', 'chunk_index': 37}"
75,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 0}"
76,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 1}"
77,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 2}"
78,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 3}"
79,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 4}"
80,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 5}"
